9590400,22.9673582738,24.31019081
9676800,24.710776401,298.454236872
9763200,23.0664170152,511.603019848
9849600,24.334257288,647.685966197
9936000,23.6465465178,27.172956
10022400,23.7241015528,57.29555573
10108800,24.4487466936,111.1909025
10195200,26.7755985561,522.35396003
10281600,27.4153810732,97.638646
10368000,27.6877283815,51.2168153356
10454400,26.9418930331,537.176322328
10540800,26.955772201,616.84188375
10627200,30.3524341733,335.505184
10713600,35.4268632215,407.540659358
10800000,33.3671149836,1294.34694222
10886400,33.8576350919,301.422844339
10972800,36.5204927312,438.259395045
11059200,36.6118352531,152.936093186
11145600,36.307715766,257.02816545
11232000,34.4421423133,409.334616578
11318400,36.7696226154,127.894234019
11491200,37.5906964189,59.22154845
11577600,34.99,6.9980045487
11664000,35.5986577039,424.541290526
11750400,37.6787562144,369.297995637
11836800,41.2255370214,100.616366933
11923200,44.8607338695,251.54533698
12009600,50.6591827025,243.51973483
12096000,54.9401239294,102.35391018
12182400,47.5113829611,709.580625924
12268800,51.2097591605,338.857792902
12355200,58.5330631116,650.82874242
12441600,58.8600716944,567.034826949
12528000,69.4412714455,1216.58393044
12614400,69.50424006,867.362505219
12700800,68.9058278998,235.654750724
12787200,68.9474259405,517.948931225
12873600,69.9628275534,450.175294069
12960000,73.7984056966,759.854998233
13046400,79.6242183099,2397.50351016
13132800,95.1342894782,3357.63594672
13219200,94.7489820345,813.706256916
13305600,100.106936244,2142.67780656
13392000,103.113910274,1387.97327655
13478400,36.5062920176,11616.989612
13564800,135.099737158,5926.12558495
13651200,160.423970305,8535.26048569
13737600,143.03210837,15600.620258
13824000,74.6102067919,17275.8703385
13910400,61.6039389531,16143.3935679
13996800,79.9198840786,8596.77163235
14083200,78.3866643407,5490.4951146
14169600,69.7161792059,11950.2104638
14256000,54.5236206884,23017.7514879
14342400,63.7639152312,12395.5987761
14428800,76.4969548081,6489.09451673
14515200,91.7328804357,7942.5956678
14601600,92.9617561655,3504.918624
14688000,87.6050361736,7685.1537528
14774400,92.2988890349,2698.50265052
14860800,97.503767586,7041.80559923
14947200,114.527372831,6377.41121314
15033600,111.328954964,7892.6747454
15120000,104.9363455,9680.08126559
15206400,101.381079893,11065.2298524
15292800,103.693081538,4314.23576038
15379200,108.085952913,3095.35875983
15465600,108.559590628,5910.96852131
15552000,95.1256231768,23248.2298021
15638400,88.3530292407,84995.9173713
15724800,73.0430240008,21731.6775677
15811200,83.1949656309,5233.82519477
15897600,88.0704489189,5551.1862032
15984000,89.3869260725,10204.4631309
16070400,83.6441516536,7004.78040283
16156800,86.8668678662,10949.9467991
16243200,84.9610425801,3520.30914384
16329600,86.4063200526,6733.27731558
16416000,86.2749719794,2376.30704158
16502400,86.5403592885,2633.32593708
16588800,86.3635189475,2789.78674526
16675200,85.4205899686,6569.41547384
16761600,79.6977855832,10840.3140002
16848000,81.6600994337,2898.25943802
16934400,84.5316396065,3284.09332503
17020800,87.0831199985,2003.11202415
17107200,87.576878691,2346.69387471
17193600,88.0638975181,1383.07547684
17280000,88.9288387607,3628.50438321
17366400,91.2216570904,4243.03824604
17452800,94.8716923595,6843.09278576
17539200,99.4576980649,10535.774034
17625600,100.793726404,3658.43560232
17712000,101.393362678,3923.22909402
17798400,100.260127814,4552.95352519
17884800,98.9273116248,3765.61020396
17971200,98.9808642182,3289.98114573
18057600,100.285194678,4380.76421534
18144000,99.5216718805,4096.58982835
18230400,99.4916950742,2627.00314792
18316800,95.7868639313,13244.4520044
18403200,93.3431937546,4543.700175
18489600,94.5146956188,2632.69571925
18576000,94.3225325351,4955.71723658
18662400,95.1378824232,5894.85381271
18748800,89.3810071912,8612.33281209
18835200,85.9869795824,2703.3991634
18921600,76.9800928605,11701.656444
19008000,78.3413579735,3096.73489482
19094400,84.3895291074,6751.53628138
19180800,83.449139867,3306.75445643
19267200,83.8496476065,10448.3341295
19353600,79.2982456051,5576.2389639
19440000,76.0616685597,3816.9098291
19526400,75.7629613989,887.514074152
19612800,76.6274358398,4657.37475466
19699200,78.5616879009,5161.2969582
19785600,79.3774298737,2772.75612556
19872000,79.1054230206,4181.85335685
19958400,79.5882654792,4039.66168643
20044800,77.5097462553,798.559573608
20131200,76.6073899036,1580.22476889
20217600,73.2228149675,9764.47220248
20304000,75.247306649,677.986952565
20390400,76.5758884872,3920.28206503
20476800,74.6410917934,4540.65795886
20563200,71.5622269893,6681.41394451
20649600,70.5357818635,2548.05489481
20736000,68.4418693865,4172.43298316
20822400,66.8425217293,9893.29481935
20908800,64.3316562084,3945.75671353
20995200,62.1377406835,13952.5616509
21081600,59.3689946112,5647.74823897
21168000,54.7624591057,7271.37207533
21254400,52.789996849,2173.06667858
21340800,54.2349399025,2396.35385545
21427200,58.1827782676,5305.63245695
21513600,57.9013956356,6938.75058958
21600000,61.8776329385,14295.3733646
21686400,64.9927723862,7497.91216016
21772800,71.848447122,6084.00812766
21859200,69.9650047271,6980.87218461
21945600,70.9964132088,6763.3073559
22032000,72.3139573188,5898.79221082
22118400,71.9184009723,4636.96603966
22204800,72.526667703,5740.57928271
22291200,69.0995950092,19838.1165304
22377600,69.5323475269,1424.69480648
22464000,68.7628463661,2180.39525333
22550400,68.1200391267,920.006351256
22636800,68.4075545841,2233.87078921
22723200,70.0134107662,5872.28779574
22809600,70.2514630521,6751.29830432
22896000,70.9495830868,4283.22476793
22982400,70.9922564094,6931.8756588
23068800,71.5947578731,3643.94847559
23155200,71.3937513574,1745.22646747
23241600,73.0666693849,4345.57106763
23328000,74.3961624926,3141.23943559
23414400,79.3955131953,18196.2757173
23500800,76.0617547316,19388.1497156
23587200,76.2248039811,8323.3444676
23673600,74.8148245336,2988.4638801
23760000,74.9251342054,1090.65287541
23846400,75.7081905989,5635.80851486
23932800,75.5205007382,4680.65173746
24019200,76.4207036171,5113.28330057
24105600,74.024133411,10514.3133022
24192000,73.3870622316,4287.42799245
24278400,71.3683289215,1798.50725027
24364800,72.9036939608,1829.81017195
24451200,72.1186888483,1914.34698314
24537600,73.6040712584,3136.29458267
24624000,75.069036473,3072.48639074
24710400,75.778703742,3957.01742008
24796800,75.0963035459,4968.19714933
24883200,75.3620869157,2389.09684298
24969600,76.1092150406,2552.99830011
25056000,78.6344096046,5701.79945897
25142400,78.7313218024,6779.76526285
25228800,82.2009309325,5149.44882496
25315200,84.5261953807,5325.98849356
25401600,82.306016285,4041.11219837
25488000,83.2407861519,433.16020376
25574400,86.0075039453,1467.05643866
25660800,85.2285078431,3828.85494615
25747200,89.2049614552,8256.19219
25833600,90.4314485336,6733.08854475
25920000,91.0977331967,4579.54855618
26006400,94.4530133102,15408.8678269
26092800,98.7087027561,36792.6406603
26179200,99.7368849948,5678.42941795
26265600,99.6980390957,12020.6837875
26352000,99.7499108141,9672.22131127
26438400,96.6824217689,24619.1097082
26524800,93.2859165404,8066.28309688
26611200,93.2564997461,3486.04925178
26697600,93.0397218205,9825.6621675
26784000,93.3109418155,6542.66276954
26870400,94.3997588232,12488.6091108
26956800,95.2478938837,9580.52956836
27043200,94.6862268182,9951.65155367
27129600,97.0360865264,10557.5862144
27216000,97.8685838448,2825.87847883
27302400,97.5467621619,3673.34338592
27388800,98.1073085772,957.072947714
27475200,98.0505166701,2367.57173156
27561600,97.3857996074,12160.2474614
27648000,99.4126414835,9865.07212179
27734400,97.7412719895,10044.9898342
27820800,96.1476998472,2881.55704452
27907200,95.2020009221,3626.71989192
27993600,95.538883585,898.2537173
28080000,94.6857129243,3819.88811538
28166400,93.9481464256,6710.6583859
28252800,93.9680270607,8948.57866561
28339200,93.7480023769,10452.1869078
28425600,93.8892037046,4971.32849009
28512000,93.059804421,8787.96145412
28598400,89.0274202217,12707.9174123
28684800,91.6323732298,3972.83079649
28771200,92.4864854207,9614.9042212
28857600,81.7343873794,32486.4822267
28944000,89.1535077641,7409.09397414
29030400,94.220761582,18297.7576684
29116800,94.2966932675,1485.55764947
29203200,94.1431120001,4499.60894175
29289600,94.4464678692,6763.21793083
29376000,94.7976183918,8317.5038768
29462400,96.2586266499,7124.55554935
29548800,96.4004937331,19183.6157408
29635200,96.4447050002,6836.00723611
29721600,96.0919567178,2017.04891886
29808000,97.1103635966,12696.2315031
29894400,100.625646099,15397.7814745
29980800,103.838307688,16808.2242413
30067200,107.634113594,37830.1222115
30153600,107.90047789,6721.15975327
30240000,109.69212179,12050.598972
30326400,119.83620511,24501.2156728
30412800,122.680072905,5516.98911351
30499200,127.853856513,18897.2167629
30585600,138.260898402,43851.6133176
30672000,147.087009739,31512.694753
30758400,130.692166229,81395.445598
30844800,128.902534698,43858.2404434
30931200,134.353285215,14684.7714047
31017600,140.849689698,14395.4625343
31104000,145.657608699,7823.0311085
31190400,152.026270628,26607.6588938
31276800,151.226889429,32039.1783355
31363200,153.09321558,18776.7285806
31449600,152.603237935,21024.5696491
31536000,153.338086662,19632.8639961
31622400,157.682754718,67096.289751
31708800,165.421726025,22101.8941585
31795200,177.11410188,68260.5413859
31881600,189.275266584,45501.4217471
31968000,207.93813451,141078.461335
32054400,228.957634867,79341.9041924
32140800,242.995221905,89020.9217773
32227200,217.330055091,109293.431271
32313600,243.317743242,64201.272386
32400000,257.305046691,119559.602819
32486400,290.898431369,102933.035968
32572800,307.546895288,105382.080022
32659200,313.17717132,96274.9841458
32745600,322.244449208,64105.6257479
32832000,352.279388782,166773.856781
32918400,420.889910155,292391.510173
33004800,448.438116347,367752.655067
33091200,376.090023816,213279.351456
33177600,478.723279488,287708.458125
33264000,532.907365381,268937.502157
33350400,582.452427946,308018.235415
33436800,560.869714164,188610.102648
33523200,575.030560649,186389.391397
33609600,657.148893187,640654.047891
33696000,710.06333957,747567.848197
33782400,732.100277541,1396808.33525
33868800,784.486111939,1047526.52364
33955200,822.60222727,472437.416721
34041600,680.088772073,1423123.72807
34128000,726.307925032,687969.082213
34214400,784.235616783,521805.255534
34300800,819.156081694,755393.62069
34387200,761.546300808,1415707.91846
34473600,717.193327967,1231408.97623
34560000,563.75307218,1773757.71181
34646400,590.8334069,795401.37906
